id,value1,value2,category
171,0.48222156845517977,53,A
172,-0.34513610095429537,35,C
173,-1.3303847713269221,90,A
174,-1.7378669212137625,97,A
175,0.9126836498340835,58,A
176,-1.3091595240895892,69,A
177,-0.6098807780735542,15,B
178,0.9411232699013595,58,B
179,0.2992987208357982,63,C
180,0.39047641977188446,70,C
181,-0.049576210592104396,39,C
182,-0.7871482628838193,90,C
183,0.3403988671741395,28,A
184,1.5249359162024279,75,C
185,-0.9721038003994693,31,A
186,-0.7331775240248808,2,B
187,0.8356497654658925,90,B
188,0.48428912319979817,83,A
189,1.5330824490133397,94,B
190,-2.118345802345061,72,B
191,-1.9790272926450985,4,A
192,-0.1782449277662226,67,C
193,0.7695687368258253,22,C
194,0.4940325987755113,26,B
195,0.4213020891671965,80,C
196,0.4573701201527227,62,C
197,-0.8413277561140757,69,C
198,1.6033699387941693,22,C
199,1.1697826951748624,97,C
200,0.8072738242304905,97,B
201,-0.5855374815364924,89,C
202,0.257490963475855,93,B
203,-1.28433725490664,42,C
204,0.603074743879884,49,B
205,-0.6947635642972525,92,B
206,-0.5199744815520645,67,A
207,0.633609074431729,16,C
208,0.08043975056677623,21,B
209,-0.10924321904385913,70,B
210,1.4418283396503944,49,C
211,-0.46148325877695556,44,C
212,0.7041601297467719,21,A
213,-1.2471856366375493,78,B
214,1.1647830284119896,4,B
215,2.0196758105067625,7,C
216,-0.9455227044313066,68,B
217,-1.4647191027914457,95,A
218,-0.6992610263265945,43,C
219,-0.06183058449397228,33,B
220,0.8036592684571915,42,B
221,1.8014488935565125,75,B
222,0.31309817252069716,14,C
223,0.8757026786088049,84,A
224,1.2625132405592159,94,A
225,-3.7268724878770403,18,C
226,1.918106666677205,71,C
227,-2.2507332250455425,33,C
228,-0.004220730602029199,57,C
229,-1.4332028530385577,80,C
230,1.921945898810986,53,A
231,-0.02397652336439557,93,B
232,-0.2074446872679033,34,A
233,0.08245795597218125,71,C
234,0.36356889746343646,73,C
235,-0.44159686802799936,19,A
236,-0.6688574686851944,88,C
237,-0.19163980588440568,9,A
238,0.2190316827859607,36,A
239,0.4002153830082687,36,C
240,0.6093864526172734,24,B
241,0.9387604730384748,94,C
242,0.6574229059359494,14,A
243,0.3262989637955483,65,C
244,-1.5448798917284725,69,A
245,1.2533474003526166,61,A
246,1.1344154041760595,71,B
247,0.15305878738513232,45,A
248,1.0071927179243887,96,A
249,-0.6852857759678965,16,C
250,1.024081369389825,91,A
251,-0.42141110074334054,59,A
252,0.8461258279860565,3,B
253,0.5399513719779259,96,C
254,-0.6896178196949726,82,B
255,-0.0027019874180549868,61,C
256,0.8726124030067065,83,A
257,-0.9969087236451771,43,A
258,-0.5559033286310382,92,B
259,1.963118077753585,99,B
260,-0.20015348343613484,65,B
261,0.19999747583346902,16,C
262,1.267055608397742,19,C
263,-2.0022149095388,90,B
264,0.9357777462587199,60,B
265,-0.7684385143353707,54,B
266,-0.17496325369296714,15,A
267,1.2011368498131356,45,A
268,1.4348339348356725,65,A
269,-1.3250870253096696,7,C
270,0.7259681621409453,12,C
271,-1.550554363204142,14,C
272,0.29489981397393755,81,C
273,1.0662001658228963,3,C
274,0.14206730250161081,25,B
275,1.1123750098112628,45,A
276,-0.4355129384553932,25,C
277,-0.6909407271590062,82,A
278,0.21370423180752277,52,C
279,-0.6504764714971154,60,C
280,-1.4365285803674246,64,C
281,-1.751878350525786,48,C
282,-0.1286529137573942,15,C
283,-0.4854817321064242,11,A
284,-0.8785979451666439,6,C
285,1.309551923328234,33,B
286,-0.5885445363984299,75,B
287,1.836182042620742,69,A
288,-0.7359176619022026,97,B
289,0.9939013268093516,79,C
290,-0.6356718254714375,92,C
291,1.0669587765916408,86,B
292,-0.3283912607652894,64,A
293,0.9799215331850931,96,B
294,0.418706589047481,88,B
295,-0.14770415938541068,57,C
296,-0.023501471156232474,68,C
297,-0.47944871623852814,20,A
298,-0.5313064497869545,85,A
299,-0.5880413088388992,29,B
300,-1.2336510144286985,87,B
301,-0.4173125535053773,27,A
302,-0.15677131447164405,66,B
303,0.7398722360676374,38,C
304,-1.277827753198343,61,B
305,-0.8347164983047154,55,A
306,0.5250891949417529,75,A
307,1.3863601323403143,38,A
308,0.15730014959501726,42,B
309,-0.10357075954556944,36,B
310,-0.6941319989581246,52,B
311,-1.7708558073548413,87,A
312,0.014677243442664053,91,B
313,0.40405998307799595,53,C
314,0.8349907498309592,74,C
315,0.32935366369030294,44,C
316,0.30341018686826954,33,B
317,-0.19481562154497842,30,C
318,-0.291627403267073,45,C
319,-0.7737332915309718,14,C
320,3.0318104318329526,95,A
321,0.2318870885721577,10,C
322,-0.13521992646227202,92,B
323,0.9941240254182789,35,B
324,-1.5967351479572989,7,B
325,-1.0292044179042743,94,A
326,-0.16607940542257613,3,B
327,-0.2249172209198377,17,B
328,-0.5084936901802954,60,A
329,0.9396313380857517,89,A
330,1.1065186116939445,72,B
331,0.12101624011063594,78,C
332,-0.33983892251760717,74,C
333,1.9747461179031363,53,C
334,-0.22267703440916642,12,C
335,1.5944372959382638,2,A
336,-0.26911723481751704,97,C
337,2.661066845985551,39,C
338,0.46082985924174097,77,A
339,-1.6085265315359998,66,B
340,0.145259947760799,10,B
341,-1.749716845993761,50,A
342,-0.5664182832648316,64,B
343,-0.0330877786574496,76,B
344,-0.3246229820207812,48,A
345,-1.450284119767441,99,C
346,1.4653125449646216,78,B
347,0.560357445337664,74,B
348,0.3354679451098389,93,C
349,2.204160285218222,8,C
350,-0.6068371576053063,15,B
351,-1.2855601123992157,52,B
352,0.06819371683406832,81,C
353,1.0949843531692227,34,A
354,-1.5838361148536597,28,C
355,-1.4451572271298572,77,B
356,-0.344692292520399,51,C
357,0.2385262909685615,39,B
358,0.7859679351600518,97,C
359,-0.9744550298301848,37,C
360,-0.23173917413277678,7,C
361,0.26821145222324805,54,C
362,-0.04227081432580478,52,A
363,0.10022533630316402,58,B
364,-1.495583461132416,16,B
365,-1.1437961916996624,3,B
366,0.03276498451453359,79,B
367,0.1786232106521096,92,B
368,0.2159538959373364,40,B
369,0.7610690545171962,34,C
370,0.5443774113423565,25,B
371,1.6780251295380624,71,C
372,0.20032459082213472,21,B
373,0.6811952412117034,64,B
374,-1.6665572197770577,47,C
375,0.04863843075375094,80,B
376,0.12366516902783156,30,A
377,1.291031251368893,24,A
378,-0.24704037765477121,75,C
379,0.7538185980835076,31,C
380,-0.2537841401072002,45,A
381,-1.1767515064475482,71,B
382,-0.41947585302794826,75,A
383,-0.5707267543225617,83,A
384,-0.8028093388214831,51,C
385,-0.4827047525004273,17,B
386,0.29155673127108805,71,A
387,-0.8161552558317652,10,C
388,-1.1755232362251073,85,B
389,-0.213367177937865,39,A
390,1.141287530667517,35,A
391,0.12492538214171377,90,A
392,1.6059772492114877,94,A
393,-0.7428941963598843,74,C
394,0.9407551333521061,96,C
395,-1.3592356915773793,5,C
396,0.5919847534011988,77,A
397,0.4709580956032049,16,A
398,0.29752626603839766,52,A
399,-0.027162862596162594,71,A
400,0.18435728923639821,70,A
401,-0.43635938219461523,82,C
402,-1.2951574540092838,56,A
403,0.452638875596939,44,C
404,0.6814814642896146,50,C
405,0.14580521798494614,54,C
406,-1.0882968959158925,40,A
407,0.507533619162387,81,B
408,1.5654283979286798,58,B
409,-0.31138725910901033,90,A
410,-0.09662022886619395,35,A
411,-0.3315779846665546,6,C
412,-0.3296968035747727,16,A
413,-1.3516623989101704,36,A
414,0.3791589872238143,69,B
415,-1.4785802390871372,9,A
416,0.10143415430424452,51,B
417,1.1303569401778462,8,C
418,-0.5100433355310157,16,B
419,-0.9392980382611887,81,C
420,-0.6080067184028572,13,B
421,-0.5597786542372166,35,C
422,1.6502242807902099,77,C
423,0.5419763193988388,5,C
424,-1.3076519664147717,10,B
425,1.9758638428478168,23,C
426,1.3804118995039372,18,B
427,0.6628971961486221,70,C
428,0.6268234519659671,88,B
429,-0.059381815356228586,24,B
430,0.2866565183464322,66,B
431,-0.7334055574549376,96,A
432,-0.3016153690325131,62,B
433,-2.5028403745448573,38,B
434,0.0760677933237178,82,B
435,-1.1723101145425898,30,A
436,1.2642005756642527,68,C
437,-0.3391401078850787,40,C
438,-0.20804739232657535,11,A
439,0.5104707742737001,93,B
440,0.20615071533294926,58,B
441,-1.921136084549399,95,B
442,-2.224748302044807,85,C
443,1.0683652329501587,8,A
444,-0.35790234043751706,36,C
445,-0.12778678533698098,7,C
446,-0.7853673043778862,65,C
447,1.81195451525747,89,C
448,-1.6736602333436759,86,B
449,-1.7799432252949086,60,C
450,-0.8480086927451663,12,A
451,0.7108857390675974,5,A
452,-1.1996419751084901,94,A
453,-0.21397845713956565,79,C
454,1.0996234505011389,97,B
455,0.7715714369763274,42,B
456,-0.5297391379702183,22,C
457,0.4836830863112779,38,C
458,-0.04313062325698317,62,A
459,-0.5432611627951404,51,B
460,-0.30697518690845266,14,B
461,0.1711817605328284,17,B
462,-0.6406504299470507,16,B
463,-0.38655530291749546,32,A
464,1.125259097019978,63,B
465,2.0046931961447725,63,B
466,0.4483068391788562,23,A
467,-0.07865353161194513,23,A
468,0.41673308635006373,67,C
469,0.11982592368693698,28,B
470,0.3088874710650934,36,C
471,0.19961779648729522,37,A
472,-1.1990836968978635,85,C
473,0.6799166680763994,66,C
474,-0.5788298046115233,20,A
475,1.9559343441321464,50,C
476,-0.8166182280368531,28,B
477,-0.24138817218978995,59,B
478,-1.562459111360925,7,B
479,2.0898216907755667,30,A
480,-0.3927032054535361,43,C
481,-2.0389870111007635,43,A
482,-0.29833105298519963,32,A
483,-0.15441660598703133,59,C
484,3.0070452818984723,72,A
485,0.5543887469606558,75,B
486,0.9801792268968382,7,A
487,0.3194100335982964,71,A
488,-1.343623449233746,9,B
489,0.21318624804988348,65,C
490,-0.16092982621234297,29,B
491,0.8771323577591906,36,B
492,1.4198198911786284,83,B
493,0.9959915135536369,38,C
494,0.8237723549205085,21,A
495,0.48663259663893205,36,C
496,-0.6256888637803647,24,C
497,0.6256776292823265,83,A
498,0.2737653380439914,24,B
499,-0.15299428070395785,46,C
500,0.7707738359009914,45,B
501,-1.2538529453284413,72,A
502,1.1068274561483764,49,A
503,-1.4584720999211398,40,A
504,-0.24541726526856283,34,A
505,0.5963940990128161,16,C
506,1.6470723293600493,4,A
507,-0.041682342597155385,42,C
508,1.900425765149089,75,A
509,-0.8026807735739659,62,A
510,1.5058696212523373,43,C
511,-0.17904177112634925,64,C
512,0.05771926684270779,50,C
513,1.5878068698078407,41,A
514,0.6990171837634785,9,B
515,1.4255448691004482,61,C
516,0.716835752216008,63,B
517,1.3498603471764807,44,A
518,-0.0735326380557162,79,B
519,0.05815983646971896,10,B
520,0.23303221336096808,27,A
521,-1.1721173658665556,3,A
522,0.21573141952339908,60,B
523,0.19845330100125463,13,A
524,0.7853909707478716,86,A
525,0.10338615478243209,89,B
526,1.7490457987944563,79,C
527,1.0978335913834287,63,C
528,0.7729538265306742,30,C
529,0.4590285745180357,40,B
530,-0.5273890248473196,14,A
531,-0.06134362559807899,64,A
532,-0.8472644915867328,7,B
533,-0.5744117959929267,22,B
534,-1.2560437178450592,92,B
535,1.0195874616713057,46,C
536,0.8050995671335996,22,B
537,-0.7828561329622238,45,A
538,0.8441101129502706,93,A
539,-0.7710210025476614,45,B
540,-1.6576333111234287,45,C
541,-0.6486027438539411,2,B
542,-0.021762934254257755,99,B
543,-0.41204132289204515,35,B
544,0.3266410002512314,87,B
545,0.25424047091199464,73,A
546,0.5063249229205127,19,A
547,0.3646197300676601,83,C
548,-0.76769900198311,18,B
549,0.9069076101445448,82,A
550,-0.5497706531527038,73,C
551,1.8564473063741642,48,B
552,-0.39967397999309473,56,B
553,1.2492332264182566,21,C
554,-1.5541332197682753,7,A
555,0.11731867513734423,13,B
556,0.47141288061604225,75,A
557,0.795426322159012,45,B
558,-0.6262228295236193,57,B
559,-2.0979247937052534,57,C
560,0.20217064004747307,62,B
561,0.8749137375597617,90,B
562,0.7300470367143245,82,C
563,1.151607043198137,97,A
564,1.0921396245720272,91,C
565,-0.3260791193011918,64,C
566,-1.636657543308809,67,A
567,1.327423225138868,67,A
568,0.41443608287566314,26,B
569,0.6657472221074747,53,B
570,-0.6711191676947064,2,C
571,0.17325365691099165,80,C
572,0.4559844890341614,34,B
573,1.5254078832180618,5,B
574,0.625442301592233,30,A
575,-0.9758143082105145,8,A
576,-1.0322494597678453,81,C
577,0.11519039450861879,79,C
578,0.9330285364500476,14,C
579,-1.5118226016094927,83,B
580,0.1773910796163138,97,A
581,-0.20917814170902177,34,C
582,0.5440123172838153,63,B
583,0.4907567328171428,14,C
584,1.4154792703269559,66,B
585,0.7390836524510651,21,C
586,-0.10308300131679657,30,A
587,-0.5941956273073176,73,C
588,-0.1633329379583619,61,A
589,0.5626298703186776,37,A
590,0.7995396057986766,84,A
591,-1.476805359046468,43,A
592,0.6729205905465406,8,B
593,0.5378070767514056,83,C
594,0.3739099886196533,84,A
595,-0.30389868561397465,37,A
596,-0.47250764992537203,91,B
597,-1.2931384134755142,29,B
598,-0.6224836166396047,56,C
599,-0.5107284536872575,43,B
600,-1.286034387460384,50,B
601,0.3596612023422345,27,C
602,-0.9280207268751615,5,A
603,1.0924743679651878,54,B
604,-0.0578091602425623,96,B
605,-1.0238452704269998,70,B
606,-0.11887771999797357,11,C
607,0.7511435375945976,76,C
608,-1.3565684802787188,59,B
609,0.23426189215839907,87,C
610,0.0424008769095625,91,B
611,-0.695313532003688,8,A
612,0.9200037339829715,35,C
613,-0.8058977813773852,28,A
614,-0.3661569682714264,42,A
615,0.4758425280367464,39,C
616,0.45189411509234656,74,A
617,0.7858508789872497,72,C
618,-0.5979286062855405,69,C
619,0.22357973335819756,76,C
620,1.6494255183563695,54,A
621,-0.6811612766750238,91,B
622,0.8380234048384926,57,B
623,-0.44338991041434694,58,A
624,-1.53044832287785,81,B
625,-0.4445929712136652,42,B
626,-1.1293642500244705,7,B
627,-0.883005759962714,70,A
628,-0.41812914571000664,39,B
629,-2.1683019281393294,97,B
630,-0.5635847634430247,74,A
631,-0.3807325922455112,65,B
632,-0.6348118135520544,31,B
633,0.297231266412093,13,C
634,1.8036961242653133,94,C
635,1.2651755583737498,97,A
636,0.9859807832654341,69,A
637,1.039932581038597,27,C
638,-1.4603694359751533,62,C
639,3.230477041536509,53,C
640,0.06663379579669192,51,A
641,-0.47829079096637506,61,C
642,-0.8225511124517376,94,B
643,0.12087452375822139,85,C
644,1.2659419845223772,85,A
645,0.4303098963798348,97,C
646,0.3743502359235691,67,B
647,-0.13877290522850216,73,A
648,0.1453254139989446,16,A
649,-0.8396893388775334,20,C
650,-0.4954837478456273,61,C
651,1.6719783955226724,41,B
652,-0.34830670970116956,32,B
653,1.2195134193876709,30,A
654,-0.7016452571702523,8,A
655,1.4463907647030274,35,A
656,0.2432176909343166,10,A
657,-0.26986546844503473,70,B
658,1.3538449478981325,92,C
659,0.38201522595394216,63,A
660,-0.42630467500988456,18,A
661,-0.28063613464780707,87,C
662,-0.9153989477664476,56,C
663,0.38238799637783133,29,B
664,-0.4055559584203429,69,B
665,1.8585954880712472,26,A
666,0.9126287775407385,36,B
667,1.0229166777453984,8,B
668,0.3866906964915813,29,C
669,0.45476313598959717,70,A
670,-0.8205806571308083,26,B
671,0.5201613203192426,15,A
672,1.8206437540783256,75,C
673,-0.3864733652519686,12,C
674,-0.41361407293241115,47,A
675,0.5920379993345353,41,C
676,1.0032233807402262,29,B
677,-1.7610956174298407,99,B
678,-0.07888109435453007,35,C
679,0.07324092644391943,59,C
680,-0.7688525130255721,95,B
681,-0.39139253675615554,13,A
682,0.7559070682877173,7,B
683,1.5988365911142892,60,C
684,1.693842820822117,62,A
685,2.6144681596433847,26,A
686,0.8270776950756009,89,B
687,-0.24188236132509874,38,B
688,0.6553712389233235,68,B
689,-0.19436828519442917,97,C
690,0.4849953942334693,8,B
691,-0.0038780053217150434,27,C
692,-0.06073330479092643,50,A
693,0.9551174159922713,27,B
694,0.33540408771901475,37,A
695,-0.03240702859115878,8,B
696,1.1025128318970743,82,A
697,1.4401261858813432,24,A
698,-1.8183641085353637,13,A
699,-1.2517016621447228,81,B
700,1.0923690960613766,19,C
701,-0.2124052811342106,37,A
702,1.3895925723413505,75,C
703,1.2992721201051198,15,C
704,-1.0194370138883273,94,B
705,0.1572993307675503,27,B
706,1.7764110904785977,60,B
707,-1.3264689052118415,66,A
708,0.06657270356718376,9,B
709,-1.509886957607866,60,A
710,-0.5925412644412825,22,A
711,0.29913257044787095,61,B
712,1.2209592649754877,40,B
713,0.922592445135322,57,A
714,0.7327291590125082,6,A
715,-0.2666002097659193,45,B
716,0.37820723781066246,42,C
717,0.16608809995808102,16,B
718,-0.31654647180743034,73,C
719,-0.7160431383472529,80,B
720,1.9242180042929045,12,B
721,-0.27059522712414374,14,A
722,1.6088451925943943,55,A
723,0.7853843964858394,61,A
724,-0.7484330701684117,21,B
725,1.4145761181934227,76,B
726,-1.9698069344125686,84,A
727,-0.43118989307440536,68,C
728,1.4209142968485806,8,B
729,-0.6419630932080324,84,A
730,0.0675848783622686,19,C
731,0.9011074881782694,44,A
732,-0.07019520181535607,1,B
733,-0.8950399029009407,43,C
734,1.8064757849902493,67,A
735,0.6641385295245193,3,A
736,-0.4277924653067567,40,C
737,1.1882496455591494,92,B
738,-2.657469770166436,91,C
739,-1.4411979004399482,44,B
740,-0.4005521815198748,32,B
741,-2.680632356099892,89,C
742,2.607027763493823,39,A
743,-1.1989269616323615,16,A
744,-0.01018737652648943,48,A
745,0.354027139857037,48,A
746,0.9610108015517921,91,B
747,-1.3659244718941252,50,B
748,-0.5260691820738237,97,A
749,0.7469077718109182,82,C
750,0.7462817733047361,52,C
751,-0.6608851039871682,20,C
752,0.8931650620463057,15,A
753,-0.07655580141681535,36,A
754,-0.3021790723082301,83,A
755,-1.1097041984694351,49,B
756,-0.2900795906902818,48,C
757,2.0462734587838676,99,B
758,-0.18395172915335106,70,A
759,-0.812871923430944,64,C
760,1.521895964194265,21,A
761,-1.323815496900047,15,B
762,0.16123370279977522,46,B
763,0.04312109982204663,50,C
764,0.8671429650068199,57,B
765,0.7521681019269266,33,B
766,-1.2298104165542771,43,A
767,-0.08696623431238598,37,A
768,0.3274109454951761,23,B
769,0.7133296777005831,18,A
770,1.0020144201840422,84,B
771,1.186530888669563,17,B
772,-1.1695697193703485,39,A
773,0.21149164559534936,93,C
774,0.05018476075719397,69,B
775,1.0914889321544539,58,C
776,-0.06644316768518581,65,B
777,-0.5144090189315063,73,A
778,0.8327484912858305,78,A
779,-0.4681453142876919,62,A
780,-2.6339755111006586,85,C
781,0.8187767231540756,13,A
782,-0.1447545342312466,43,B
783,1.0237122384382196,35,A
784,-0.6127064333256783,17,A
785,-1.6367436892384193,99,A
786,-0.4505847913431079,62,A
787,0.45886721424752486,76,B
788,-1.6862792830087834,24,B
789,-0.2506258707107643,64,A
790,0.017411888996802256,32,A
791,-0.9778003811358269,17,B
792,0.6054309255557546,6,C
793,0.23668374880622645,67,A
794,-0.01571483505218613,81,C
795,-0.1643196703671038,91,B
796,-0.5193925893295132,76,B
797,1.0451491636147139,30,B
798,-2.732350372374233,30,C
799,-0.4058996843183275,56,B
800,-0.923578692625373,85,C
801,1.0122162863338684,77,A
802,0.3205437288708474,69,B
803,-1.116706958417266,25,A
804,1.547830481305142,59,C
805,0.500843706694831,66,B
806,0.3328337597352377,7,B
807,0.15186019489016087,86,B
808,0.5089737834523637,72,B
809,-0.07237269581039042,34,A
810,0.2670613134178444,58,A
811,-1.8754599417250954,96,A
812,0.6988788158321637,35,A
813,-0.01619121051073612,86,C
814,-0.36695527018961943,26,C
815,0.8095971138870337,30,B
816,-0.03323683932564067,4,C
817,-1.3683366470550387,25,B
818,-0.4742107787328155,24,C
819,-0.39431323890256154,67,A
820,0.7018651362215064,59,B
821,0.3777724255363591,78,A
822,0.17138224874610017,90,B
823,-2.1030169367163816,99,C
824,-0.7649834794002841,37,C
825,0.11886493329353337,72,C
826,2.221447110368355,16,A
827,-0.14337545933848828,50,B
828,-1.1002633720113557,64,C
829,0.29343957462810644,19,B
830,-1.319283601400994,59,C
831,0.8406658455176064,46,A
832,-0.7539617185740594,82,A
833,-0.41702636249853325,58,C
834,0.47581370982186155,42,A
835,1.9886646751844763,42,C
836,1.4741072283780172,62,C
837,-0.12967667898493018,24,B
838,1.3246115853537723,36,B
839,0.7733895179125666,41,A
840,1.808835227626795,43,B
841,-2.311316860913599,98,A
842,-1.5739533043990928,92,B
843,1.1531966291111773,74,B
844,-0.5791838512902258,21,A
845,-0.40829828201104545,68,A
846,-1.5562884024566748,40,A
847,-1.446849661598604,34,A
848,1.0241432625276077,45,B
849,1.5542278889731005,21,A
850,-1.393346489328935,50,B
851,-0.12313182420862918,42,A
852,1.1899681325499938,83,C
853,-0.9028479261125585,12,A
854,-1.6018927110280654,48,B
855,-1.4300239378769775,88,C
856,-1.5038464907885314,35,A
857,-0.21316968585419935,72,C
858,0.3102258033862238,72,B
859,-0.9372232400671843,7,C
860,-0.510023310233616,68,A
861,1.4853091117281683,21,A
862,1.2240033420790584,68,C
863,0.2172828727834678,39,C
864,1.367411999535314,7,C
865,0.6566056035741482,89,A
866,0.030717573286718293,58,A
867,0.38569179549535176,37,B
868,-0.27176272574281285,39,C
869,1.2661795321166125,77,C
870,-0.13876105659665064,80,C
871,-1.0567230440393756,23,C
872,-0.9840542860368695,41,A
873,-1.0656969831993555,37,A
874,-1.8350842550400248,50,B
875,0.32942144529537537,75,C
876,0.5611877952172624,41,C
877,1.0624723692232578,53,A
878,0.35009039594202596,71,A
879,-0.2386299898191701,71,C
880,0.4208927302778319,67,C
881,0.20178288722077592,28,B
882,-0.6295541173324517,1,B
883,0.7792818208335468,45,B
884,0.5863344985388648,76,B
885,0.3543009647710429,27,A
886,1.2436444410983507,18,B
887,0.5016898048077978,82,B
888,0.8156476704493831,87,A
889,-0.976685981020703,55,A
890,0.17646917416881988,83,C
891,0.2977032601448102,95,B
892,0.21522701309836315,27,A
893,-1.2375174514083762,59,A
894,0.28766945508712094,29,B
895,0.045288862340081275,91,A
896,0.08884235620159575,94,A
897,0.3311463478424564,99,A
898,0.4644847953968021,84,A
899,-0.818822750280819,55,B
900,-2.256702709123802,63,A
901,2.1034500398675036,62,B
902,0.6498937510879511,28,C
903,-0.06566899015721245,15,B
904,-0.20835060816659748,92,C
905,-0.7686917856148898,39,B
906,-1.6220682709167216,17,A
907,1.9438603319179055,29,C
908,0.2830869510850204,45,A
